-3.0 1.3165 1.8511 2.8203 4.4729 7.0695
-2.0 2.3609 3.3046 5.0156 7.9545 12.4583
-1.5 3.2547 4.5971 7.0312 11.2353 17.6556
-1.25 3.9459 5.5481 8.4531 13.5073 21.4166
-1.0 5.0701 7.1613 10.9531 17.5021 27.7505
-0.75 6.2074 8.7431 13.1875 21.0724 33.1141
-0.5 8.4285 11.7976 17.9062 28.3984 44.4773
-0.25 11.2906 15.8751 24.1875 38.6494 61.2807
0.0 15.8247 22.5811 34.6250 55.8796 88.6909
0.25 26.6536 37.3075 56.6250 90.4815 142.1866
0.5 44.2639 62.5212 95.6250 152.7998 244.4284
0.75 73.0537 102.7163 156.5000 252.5676 400.8701
1.0 84.3618 119.1580 182.2500 291.2184 465.8517
1.25 64.0679 90.0818 137.2500 219.3127 350.8266
1.5 38.1122 53.3464 80.9688 129.3805 203.3143
2.0 16.0461 22.7047 34.3750 54.9280 86.3164
3.0 5.2077 7.3222 11.1562 17.8266 28.0136
-3.0 1.3864 1.9466 2.9453 4.6711 7.3159
-2.0 2.1808 3.0760 4.6719 7.4652 11.7312
-1.5 2.9904 4.2046 6.4062 10.2366 16.0862
-1.25 3.5010 4.9225 7.5000 11.9843 18.8327
-1.0 4.0407 5.6814 8.6562 13.7284 21.6980
-0.75 4.8394 6.7738 10.2812 16.4285 25.8164
-0.5 5.4752 7.8569 12.0312 19.4166 30.5494
-0.25 7.5563 10.6244 16.1875 25.8661 40.6472
0.0 9.1584 13.0567 20.1250 32.4787 51.1009
0.25 12.8953 18.1312 27.6250 43.8118 69.2457
0.5 17.5195 24.5775 37.3750 59.7218 94.6921
0.75 25.3237 35.6061 54.2500 86.6864 137.4460
1.0 37.4604 52.6708 80.2500 128.2320 205.1281
1.25 45.3960 63.8285 97.2500 155.3964 248.5821
1.5 50.6030 71.8057 110.2500 177.9270 284.8603
2.0 30.0662 42.2162 63.8750 101.3024 160.1110
3.0 9.7377 13.6728 20.6875 32.6444 51.3225
-3.0 1.5202 2.1316 3.2031 5.0800 7.9562
-2.0 2.7643 3.8991 5.9219 9.4626 14.8700
-1.5 4.0358 5.7005 8.7188 13.9317 21.8930
-1.25 5.4866 7.7279 11.6562 18.6256 29.2691
-1.0 7.5879 10.6448 16.1875 25.8661 40.6472
-0.75 10.4440 14.7991 22.5625 36.0528 57.1636
-0.5 16.7463 23.5460 35.8750 57.3249 90.4873
-0.25 27.2238 38.4526 58.8125 93.9769 149.0054
0.0 55.1899 77.2504 117.2500 187.3545 294.4173
0.25 144.6235 202.4322 307.2500 490.9568 771.5114
0.5 261.3584 368.3159 562.2500 898.4229 1437.1749
0.75 112.7725 160.3973 246.7500 398.2176 632.0427
1.0 50.5308 71.2736 108.2500 172.9734 271.8181
1.25 26.7241 37.5751 57.2500 91.4801 143.7560
1.5 16.0461 22.5615 34.3750 54.5170 86.1654
2.0 7.5092 10.5107 15.9531 25.3008 39.9886
3.0 3.1591 4.4022 6.6562 10.5034 16.5131
