# Bin data format: xmin, xmax, y, yerr 
0.000000000e+00	1.266666667e-01	8.789207048e-02	3.024688995e-04
1.266666667e-01	2.533333333e-01	8.738514897e-02	3.015953867e-04
2.533333333e-01	3.800000000e-01	8.615687920e-02	2.994683008e-04
3.800000000e-01	5.066666667e-01	8.354524457e-02	2.948945497e-04
5.066666667e-01	6.333333333e-01	8.121465472e-02	2.907522470e-04
6.333333333e-01	7.600000000e-01	7.704478292e-02	2.831897281e-04
7.600000000e-01	8.866666667e-01	7.292695646e-02	2.755179657e-04
8.866666667e-01	1.013333333e+00	6.751007858e-02	2.650880713e-04
1.013333333e+00	1.140000000e+00	6.220249589e-02	2.544542940e-04
1.140000000e+00	1.266666667e+00	5.569891152e-02	2.407848914e-04
1.266666667e+00	1.393333333e+00	4.922343164e-02	2.263559018e-04
1.393333333e+00	1.520000000e+00	4.294572401e-02	2.114296267e-04
1.520000000e+00	1.646666667e+00	3.630161726e-02	1.943877377e-04
1.646666667e+00	1.773333333e+00	2.978450111e-02	1.760763568e-04
1.773333333e+00	1.900000000e+00	2.388151985e-02	1.576655680e-04
1.900000000e+00	2.026666667e+00	1.819816988e-02	1.376320999e-04
2.026666667e+00	2.153333333e+00	1.349327210e-02	1.185125977e-04
2.153333333e+00	2.280000000e+00	9.456636352e-03	9.921428868e-05
2.280000000e+00	2.406666667e+00	6.256889500e-03	8.070215302e-05
2.406666667e+00	2.533333333e+00	3.857599815e-03	6.336719231e-05
2.533333333e+00	2.660000000e+00	2.282708147e-03	4.874511205e-05
2.660000000e+00	2.786666667e+00	1.345892218e-03	3.742924093e-05
2.786666667e+00	2.913333333e+00	7.338391445e-04	2.763798111e-05
2.913333333e+00	3.040000000e+00	3.716036519e-04	1.966735085e-05
3.040000000e+00	3.166666667e+00	1.727904936e-04	1.341114325e-05
3.166666667e+00	3.293333333e+00	5.724986234e-05	7.719569863e-06
3.293333333e+00	3.420000000e+00	3.539082399e-05	6.069476242e-06
3.420000000e+00	3.546666667e+00	1.457269223e-05	3.894715824e-06
3.546666667e+00	3.673333333e+00	7.286346116e-06	2.753979970e-06
3.673333333e+00	3.800000000e+00	2.081813176e-06	1.472064214e-06
