# Bin data format: xmin, xmax, y, yerr 
0.000000000e+00 2.000000000e+01 3.412530896e-02 3.014293921e-04
2.000000000e+01 4.000000000e+01 9.453111839e-02 5.023855056e-04
4.000000000e+01 6.000000000e+01 1.306890983e-01 5.908569610e-04
6.000000000e+01 8.000000000e+01 1.388916232e-01 6.045878385e-04
8.000000000e+01 1.000000000e+02 1.305366746e-01 5.827946957e-04
1.000000000e+02 1.200000000e+02 1.095112432e-01 5.234803070e-04
1.200000000e+02 1.400000000e+02 8.709872828e-02 4.582339729e-04
1.400000000e+02 1.600000000e+02 6.742346773e-02 3.964344843e-04
1.600000000e+02 1.800000000e+02 5.071955060e-02 3.373293207e-04
1.800000000e+02 2.000000000e+02 3.889612926e-02 2.945376272e-04
2.000000000e+02 2.200000000e+02 2.870367248e-02 2.472828425e-04
2.200000000e+02 2.400000000e+02 2.132161980e-02 2.106455229e-04
2.400000000e+02 2.600000000e+02 1.598633660e-02 1.813790792e-04
2.600000000e+02 2.800000000e+02 1.210443917e-02 1.540422803e-04
2.800000000e+02 3.000000000e+02 9.076187602e-03 1.341921858e-04
3.000000000e+02 3.200000000e+02 7.124347939e-03 1.161224571e-04
3.200000000e+02 3.400000000e+02 5.495868589e-03 1.010003850e-04
3.400000000e+02 3.600000000e+02 3.967815313e-03 8.418096100e-05
3.600000000e+02 3.800000000e+02 3.093694313e-03 7.337387410e-05
3.800000000e+02 4.000000000e+02 2.404663451e-03 6.557503388e-05
4.000000000e+02 4.200000000e+02 1.886836636e-03 5.720228483e-05
4.200000000e+02 4.400000000e+02 1.491148162e-03 5.239098651e-05
4.400000000e+02 4.600000000e+02 1.216984580e-03 4.734289649e-05
4.600000000e+02 4.800000000e+02 9.665639218e-04 4.300932472e-05
4.800000000e+02 5.000000000e+02 7.654140991e-04 3.760608632e-05
5.000000000e+02 5.200000000e+02 6.162571610e-04 3.298167341e-05
5.200000000e+02 5.400000000e+02 4.525939301e-04 2.861296268e-05
5.400000000e+02 5.600000000e+02 3.974254007e-04 2.822277352e-05
5.600000000e+02 5.800000000e+02 2.821307680e-04 1.868904954e-05
5.800000000e+02 6.000000000e+02 2.230576064e-04 1.871854456e-05
