# Bin data format: xmin, xmax, y, yerr 
0.000000000e+00	1.266666667e-01	7.631061123e-02	5.249084741e-04
1.266666667e-01	2.533333333e-01	7.644889903e-02	5.265610334e-04
2.533333333e-01	3.800000000e-01	7.604444767e-02	5.277400074e-04
3.800000000e-01	5.066666667e-01	7.447147080e-02	5.311631381e-04
5.066666667e-01	6.333333333e-01	7.245520704e-02	5.278189549e-04
6.333333333e-01	7.600000000e-01	7.044022450e-02	5.304026715e-04
7.600000000e-01	8.866666667e-01	6.781900349e-02	5.301790773e-04
8.866666667e-01	1.013333333e+00	6.475472799e-02	5.282977169e-04
1.013333333e+00	1.140000000e+00	5.966566345e-02	5.126305118e-04
1.140000000e+00	1.266666667e+00	5.616828028e-02	5.092563866e-04
1.266666667e+00	1.393333333e+00	5.142114467e-02	5.004728686e-04
1.393333333e+00	1.520000000e+00	4.648711001e-02	4.836069258e-04
1.520000000e+00	1.646666667e+00	4.184640204e-02	4.694464699e-04
1.646666667e+00	1.773333333e+00	3.651183941e-02	4.473380913e-04
1.773333333e+00	1.900000000e+00	3.087870033e-02	4.191029551e-04
1.900000000e+00	2.026666667e+00	2.577589084e-02	3.919501429e-04
2.026666667e+00	2.153333333e+00	2.131884167e-02	3.657564054e-04
2.153333333e+00	2.280000000e+00	1.618349481e-02	3.217196482e-04
2.280000000e+00	2.406666667e+00	1.236443862e-02	2.878463822e-04
2.406666667e+00	2.533333333e+00	8.782602825e-03	2.470867320e-04
2.533333333e+00	2.660000000e+00	5.548667600e-03	1.995155211e-04
2.660000000e+00	2.786666667e+00	3.761696659e-03	1.668345855e-04
2.786666667e+00	2.913333333e+00	2.184156282e-03	1.294481093e-04
2.913333333e+00	3.040000000e+00	1.358871967e-03	1.049278518e-04
3.040000000e+00	3.166666667e+00	6.001445058e-04	7.080882188e-05
3.166666667e+00	3.293333333e+00	1.849871407e-04	3.730355058e-05
3.293333333e+00	3.420000000e+00	1.094430358e-04	2.992838203e-05
3.420000000e+00	3.546666667e+00	7.498771634e-05	2.736324704e-05
3.546666667e+00	3.673333333e+00	2.621554042e-05	1.574127140e-05
3.673333333e+00	3.800000000e+00	1.828833947e-06	1.780334747e-06
