>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -20673.4 in the interval 11.4065, 20
      r      lvl-here  lvl-there   stepping
11.449491    +0.49447  +0.49447    0.042967
11.492458    +0.49446  +0.49447    0.042967
11.535426    +0.49445  +0.49446    0.042967
11.578393    +0.49443  +0.49445    0.042967
11.621360    +0.49441  +0.49443    0.042967
11.664328    +0.49439  +0.49441    0.042967
11.707295    +0.49436  +0.49439    0.042967
11.750262    +0.49433  +0.49436    0.042967
11.793230    +0.49430  +0.49433    0.042967
11.836197    +0.49426  +0.49430    0.042967
11.879165    +0.49422  +0.49426    0.042967
11.922132    +0.49418  +0.49422    0.042967
11.965099    +0.49413  +0.49418    0.042967
12.008067    +0.49408  +0.49413    0.042967
12.051034    +0.49402  +0.49408    0.042967
12.094002    +0.49396  +0.49402    0.042967
12.136969    +0.49390  +0.49396    0.042967
12.179936    +0.49384  +0.49390    0.042967
12.222904    +0.49377  +0.49384    0.042967
12.265871    +0.49369  +0.49377    0.042967
12.308838    +0.49362  +0.49369    0.042967
12.351806    +0.49354  +0.49362    0.042967
12.394773    +0.49345  +0.49354    0.042967
12.437741    +0.49337  +0.49345    0.042967
12.480708    +0.49328  +0.49337    0.042967
12.523675    +0.49318  +0.49328    0.042967
12.566643    +0.49308  +0.49318    0.042967
12.609610    +0.49298  +0.49308    0.042967
12.652578    +0.49288  +0.49298    0.042967
12.695545    +0.49277  +0.49288    0.042967
12.738512    +0.49280  +0.49277    0.042967
12.781480    +0.49272  +0.49280    0.042967
12.824447    +0.49264  +0.49272    0.042967
12.867414    +0.49256  +0.49264    0.042967
12.910382    +0.49247  +0.49256    0.042967
12.953349    +0.49238  +0.49247    0.042967
12.996317    +0.49229  +0.49238    0.042967
13.039284    +0.49219  +0.49229    0.042967
13.082251    +0.49208  +0.49219    0.042967
13.125219    +0.49198  +0.49208    0.042967
13.168186    +0.49187  +0.49198    0.042967
13.211153    +0.49176  +0.49187    0.042967
13.254121    +0.49164  +0.49176    0.042967
13.297088    +0.49152  +0.49164    0.042967
13.340056    +0.49140  +0.49152    0.042967
13.383023    +0.49127  +0.49140    0.042967
13.425990    +0.49114  +0.49127    0.042967
13.468958    +0.49101  +0.49114    0.042967
13.511925    +0.49087  +0.49101    0.042967
13.554893    +0.49073  +0.49087    0.042967
13.597860    +0.49058  +0.49073    0.042967
13.640827    +0.49044  +0.49058    0.042967
13.683795    +0.49028  +0.49044    0.042967
13.726762    +0.49013  +0.49028    0.042967
13.769729    +0.48997  +0.49013    0.042967
13.812697    +0.48981  +0.48997    0.042967
13.855664    +0.48964  +0.48981    0.042967
13.898632    +0.48947  +0.48964    0.042967
13.941599    +0.48930  +0.48947    0.042967
13.984566    +0.48912  +0.48930    0.042967
14.027534    +0.48894  +0.48912    0.042967
14.070501    +0.48876  +0.48894    0.042967
14.113468    +0.48857  +0.48876    0.042967
14.156436    +0.48838  +0.48857    0.042967
14.199403    +0.48819  +0.48838    0.042967
14.242371    +0.48799  +0.48819    0.042967
14.285338    +0.48779  +0.48799    0.042967
14.328305    +0.48758  +0.48779    0.042967
14.371273    +0.48738  +0.48758    0.042967
14.414240    +0.48716  +0.48738    0.042967
14.457208    +0.48695  +0.48716    0.042967
14.500175    +0.48673  +0.48695    0.042967
14.543142    +0.48651  +0.48673    0.042967
14.586110    +0.48628  +0.48651    0.042967
14.629077    +0.48624  +0.48628    0.042967
14.672044    +0.48609  +0.48624    0.042967
14.715012    +0.48593  +0.48609    0.042967
14.757979    +0.48576  +0.48593    0.042967
14.800947    +0.48560  +0.48576    0.042967
14.843914    +0.48542  +0.48560    0.042967
14.886881    +0.48525  +0.48542    0.042967
14.929849    +0.48507  +0.48525    0.042967
14.972816    +0.48489  +0.48507    0.042967
15.015784    +0.48471  +0.48489    0.042967
15.058751    +0.48452  +0.48471    0.042967
15.101718    +0.48433  +0.48452    0.042967
15.144686    +0.48413  +0.48433    0.042967
15.187653    +0.48393  +0.48413    0.042967
15.230620    +0.48373  +0.48393    0.042967
15.273588    +0.48352  +0.48373    0.042967
15.316555    +0.48331  +0.48352    0.042967
15.359523    +0.48310  +0.48331    0.042967
15.402490    +0.48288  +0.48310    0.042967
15.445457    +0.48266  +0.48288    0.042967
15.488425    +0.48244  +0.48266    0.042967
15.531392    +0.48221  +0.48244    0.042967
