>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -22569.8 in the interval 4.58819, 20
      r      lvl-here  lvl-there   stepping
4.665246    +0.49438  +0.49447    0.077059
4.742305    +0.49413  +0.49438    0.077059
4.819364    +0.49372  +0.49413    0.077059
4.896423    +0.49314  +0.49372    0.077059
4.973482    +0.49240  +0.49314    0.077059
5.050541    +0.49150  +0.49240    0.077059
5.127600    +0.49044  +0.49150    0.077059
5.204660    +0.48968  +0.49044    0.077059
5.281719    +0.48913  +0.48968    0.077059
5.358778    +0.48843  +0.48913    0.077059
5.435837    +0.48754  +0.48843    0.077059
5.512896    +0.48648  +0.48754    0.077059
5.589955    +0.48526  +0.48648    0.077059
5.667014    +0.48388  +0.48526    0.077059
5.744073    +0.48234  +0.48388    0.077059
5.821132    +0.48064  +0.48234    0.077059
5.898191    +0.47878  +0.48064    0.077059
5.975250    +0.47677  +0.47878    0.077059
6.052309    +0.47459  +0.47677    0.077059
6.129368    +0.47226  +0.47459    0.077059
6.206427    +0.46977  +0.47226    0.077059
6.283486    +0.46715  +0.46977    0.077059
6.360545    +0.46483  +0.46715    0.077059
6.437605    +0.46226  +0.46483    0.077059
6.514664    +0.45953  +0.46226    0.077059
6.591723    +0.45665  +0.45953    0.077059
6.668782    +0.45361  +0.45665    0.077059
6.745841    +0.45041  +0.45361    0.077059
6.822900    +0.44706  +0.45041    0.077059
6.899959    +0.44356  +0.44706    0.077059
6.977018    +0.44014  +0.44356    0.077059
7.054077    +0.43699  +0.44014    0.077059
7.131136    +0.43370  +0.43699    0.077059
7.208195    +0.43024  +0.43370    0.077059
7.285254    +0.42664  +0.43024    0.077059
7.362313    +0.42288  +0.42664    0.077059
7.439372    +0.41897  +0.42288    0.077059
7.516431    +0.41490  +0.41897    0.077059
7.593490    +0.41068  +0.41490    0.077059
7.670550    +0.40631  +0.41068    0.077059
7.747609    +0.40298  +0.40631    0.077059
7.824668    +0.39905  +0.40298    0.077059
7.901727    +0.39497  +0.39905    0.077059
7.978786    +0.39074  +0.39497    0.077059
8.055845    +0.38636  +0.39074    0.077059
8.132904    +0.38183  +0.38636    0.077059
8.209963    +0.37715  +0.38183    0.077059
8.287022    +0.37232  +0.37715    0.077059
8.364081    +0.36734  +0.37232    0.077059
8.441140    +0.36221  +0.36734    0.077059
8.518199    +0.35692  +0.36221    0.077059
8.595258    +0.35150  +0.35692    0.077059
8.672317    +0.34592  +0.35150    0.077059
8.749376    +0.34039  +0.34592    0.077059
8.826435    +0.33514  +0.34039    0.077059
8.903495    +0.32975  +0.33514    0.077059
8.980554    +0.32421  +0.32975    0.077059
9.057613    +0.31852  +0.32421    0.077059
