>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -21000.6 in the interval 0.0276727, 20
      r      lvl-here  lvl-there   stepping
>>> random number generator seed is 123456
[?1034hComputing limit starting from expected outcome
Created Branches
Searching for crossing at nll = -25595.8 in the interval 0.00766638, 20
      r      lvl-here  lvl-there   stepping
0.107628    +0.49326  +0.49447    0.099962
0.207590    +0.49072  +0.49326    0.099962
0.307551    +0.48651  +0.49072    0.099962
0.407513    +0.47999  +0.48651    0.099962
0.507475    +0.47362  +0.47999    0.099962
0.607436    +0.46641  +0.47362    0.099962
0.707398    +0.45802  +0.46641    0.099962
0.807360    +0.44738  +0.45802    0.099962
0.907321    +0.43687  +0.44738    0.099962
1.007283    +0.42521  +0.43687    0.099962
1.107245    +0.41135  +0.42521    0.099962
1.207206    +0.39531  +0.41135    0.099962
1.307168    +0.38080  +0.39531    0.099962
1.407130    +0.36442  +0.38080    0.099962
1.507091    +0.34589  +0.36442    0.099962
1.607053    +0.32691  +0.34589    0.099962
1.707015    +0.30786  +0.32691    0.099962
1.806976    +0.28670  +0.30786    0.099962
1.906938    +0.26346  +0.28670    0.099962
2.006900    +0.23906  +0.26346    0.099962
2.106861    +0.21681  +0.23906    0.099962
2.206823    +0.19345  +0.21681    0.099962
2.306785    +0.16915  +0.19345    0.099962
2.406746    +0.14282  +0.16915    0.099962
2.506708    +0.11448  +0.14282    0.099962
2.606670    +0.08414  +0.11448    0.099962
2.706631    +0.05808  +0.08414    0.099962
2.806593    +0.02950  +0.05808    0.099962
2.906555    -0.00106  +0.02950    0.099962
2.836582    +0.02054  -0.00106    0.029988
2.866570    +0.01140  +0.02054    0.029988
2.896559    +0.00652  +0.01140    0.029988
2.926547    -0.00238  +0.00652    0.029988
2.905555    +0.00387  -0.00238    0.008997
2.914552    +0.00121  +0.00387    0.008997
2.923548    -0.00148  +0.00121    0.008997
2.917251    +0.00040  -0.00148    0.002699
2.919950    -0.00040  +0.00040    0.002699
2.918060    +0.00016  -0.00040    0.000810
Searching for crossing at nll = -25595.8 in the interval 0.00766638, -20
      r      lvl-here  lvl-there   stepping
-0.092372    +0.49332  +0.49447    -0.100038
-0.192410    +0.49091  +0.49332    -0.100038
-0.292449    +0.48669  +0.49091    -0.100038
-0.392487    +0.48004  +0.48669    -0.100038
-0.492525    +0.47472  +0.48004    -0.100038
-0.592564    +0.46667  +0.47472    -0.100038
-0.692602    +0.45613  +0.46667    -0.100038
-0.792640    +0.44590  +0.45613    -0.100038
-0.892679    +0.43366  +0.44590    -0.100038
-0.992717    +0.41986  +0.43366    -0.100038
-1.092755    +0.40550  +0.41986    -0.100038
-1.192794    +0.39636  +0.40550    -0.100038
-1.292832    +0.38205  +0.39636    -0.100038
-1.392870    +0.36511  +0.38205    -0.100038
-1.492909    +0.34608  +0.36511    -0.100038
-1.592947    +0.32917  +0.34608    -0.100038
-1.692985    +0.30970  +0.32917    -0.100038
-1.793024    +0.28746  +0.30970    -0.100038
-1.893062    +0.26640  +0.28746    -0.100038
-1.993100    +0.25357  +0.26640    -0.100038
-2.093139    +0.23072  +0.25357    -0.100038
-2.193177    +0.20499  +0.23072    -0.100038
-2.293215    +0.17631  +0.20499    -0.100038
-2.393254    +0.14988  +0.17631    -0.100038
-2.493292    +0.12426  +0.14988    -0.100038
-2.593330    +0.09552  +0.12426    -0.100038
-2.693369    +0.06493  +0.09552    -0.100038
-2.793407    +0.04500  +0.06493    -0.100038
-2.893445    +0.01360  +0.04500    -0.100038
-2.993484    -0.02118  +0.01360    -0.100038
-2.923457    +0.00353  -0.02118    -0.030011
-2.953468    -0.00685  +0.00353    -0.030011
-2.932460    +0.00045  -0.00685    -0.009003
-2.941464    -0.00266  +0.00045    -0.009003
-2.935161    -0.00048  -0.00266    -0.002701
-2.933270    +0.00017  -0.00048    -0.000810

 --- MaxLikelihoodFit ---
Best fit r: 0.00766638  -2.94081/+2.91051  (68% CL)
nll S+B -> 0.682891  nll B -> 0
Done in 1.54 min (cpu), 1.54 min (real)
