>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -22415.4 in the interval 1.96839, 20
      r      lvl-here  lvl-there   stepping
2.058544    +0.49435  +0.49447    0.090158
2.148702    +0.49392  +0.49435    0.090158
2.238861    +0.49319  +0.49392    0.090158
2.329019    +0.49217  +0.49319    0.090158
2.419177    +0.49110  +0.49217    0.090158
2.509335    +0.48993  +0.49110    0.090158
2.599493    +0.48847  +0.48993    0.090158
2.689651    +0.48670  +0.48847    0.090158
2.779809    +0.48465  +0.48670    0.090158
2.869967    +0.48230  +0.48465    0.090158
2.960125    +0.47966  +0.48230    0.090158
3.050283    +0.47765  +0.47966    0.090158
3.140441    +0.47512  +0.47765    0.090158
3.230599    +0.47230  +0.47512    0.090158
3.320757    +0.46919  +0.47230    0.090158
3.410915    +0.46580  +0.46919    0.090158
3.501073    +0.46362  +0.46580    0.090158
3.591232    +0.46058  +0.46362    0.090158
3.681390    +0.45725  +0.46058    0.090158
3.771548    +0.45363  +0.45725    0.090158
3.861706    +0.44973  +0.45363    0.090158
3.951864    +0.44555  +0.44973    0.090158
4.042022    +0.44108  +0.44555    0.090158
4.132180    +0.43633  +0.44108    0.090158
4.222338    +0.43129  +0.43633    0.090158
4.312496    +0.42690  +0.43129    0.090158
4.402654    +0.42225  +0.42690    0.090158
4.492812    +0.41732  +0.42225    0.090158
4.582970    +0.41212  +0.41732    0.090158
4.673128    +0.40663  +0.41212    0.090158
4.763286    +0.40086  +0.40663    0.090158
4.853444    +0.39481  +0.40086    0.090158
4.943603    +0.38849  +0.39481    0.090158
5.033761    +0.38234  +0.38849    0.090158
5.123919    +0.37659  +0.38234    0.090158
5.214077    +0.37058  +0.37659    0.090158
5.304235    +0.36428  +0.37058    0.090158
5.394393    +0.35771  +0.36428    0.090158
5.484551    +0.35087  +0.35771    0.090158
5.574709    +0.34375  +0.35087    0.090158
5.664867    +0.33859  +0.34375    0.090158
5.755025    +0.33236  +0.33859    0.090158
5.845183    +0.32586  +0.33236    0.090158
5.935341    +0.31910  +0.32586    0.090158
6.025499    +0.31206  +0.31910    0.090158
6.115657    +0.30475  +0.31206    0.090158
6.205815    +0.29717  +0.30475    0.090158
6.295974    +0.28933  +0.29717    0.090158
6.386132    +0.28121  +0.28933    0.090158
6.476290    +0.27283  +0.28121    0.090158
6.566448    +0.26418  +0.27283    0.090158
6.656606    +0.25570  +0.26418    0.090158
6.746764    +0.24817  +0.25570    0.090158
6.836922    +0.24027  +0.24817    0.090158
6.927080    +0.23211  +0.24027    0.090158
7.017238    +0.22368  +0.23211    0.090158
7.107396    +0.21499  +0.22368    0.090158
7.197554    +0.20604  +0.21499    0.090158
7.287712    +0.19690  +0.20604    0.090158
7.377870    +0.18801  +0.19690    0.090158
7.468028    +0.17886  +0.18801    0.090158
7.558186    +0.16945  +0.17886    0.090158
7.648345    +0.15978  +0.16945    0.090158
7.738503    +0.14985  +0.15978    0.090158
7.828661    +0.13966  +0.14985    0.090158
7.918819    +0.13009  +0.13966    0.090158
8.008977    +0.12035  +0.13009    0.090158
8.099135    +0.11036  +0.12035    0.090158
8.189293    +0.10011  +0.11036    0.090158
8.279451    +0.08961  +0.10011    0.090158
8.369609    +0.07885  +0.08961    0.090158
8.459767    +0.06783  +0.07885    0.090158
8.549925    +0.05656  +0.06783    0.090158
8.640083    +0.04530  +0.05656    0.090158
8.730241    +0.03697  +0.04530    0.090158
