>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -20663.7 in the interval 4.17369, 20
      r      lvl-here  lvl-there   stepping
4.252823    +0.49447  +0.49447    0.079132
4.331954    +0.49447  +0.49447    0.079132
4.411086    +0.49447  +0.49447    0.079132
4.490217    +0.49446  +0.49447    0.079132
4.569349    +0.49445  +0.49446    0.079132
4.648480    +0.49444  +0.49445    0.079132
4.727612    +0.49443  +0.49444    0.079132
4.806744    +0.49441  +0.49443    0.079132
4.885875    +0.49439  +0.49441    0.079132
4.965007    +0.49437  +0.49439    0.079132
5.044138    +0.49434  +0.49437    0.079132
5.123270    +0.49431  +0.49434    0.079132
5.202401    +0.49428  +0.49431    0.079132
5.281533    +0.49425  +0.49428    0.079132
5.360664    +0.49421  +0.49425    0.079132
5.439796    +0.49418  +0.49421    0.079132
5.518927    +0.49414  +0.49418    0.079132
5.598059    +0.49409  +0.49414    0.079132
5.677190    +0.49405  +0.49409    0.079132
5.756322    +0.49400  +0.49405    0.079132
5.835454    +0.49394  +0.49400    0.079132
5.914585    +0.49389  +0.49394    0.079132
5.993717    +0.49383  +0.49389    0.079132
6.072848    +0.49377  +0.49383    0.079132
6.151980    +0.49371  +0.49377    0.079132
6.231111    +0.49365  +0.49371    0.079132
6.310243    +0.49358  +0.49365    0.079132
6.389374    +0.49351  +0.49358    0.079132
6.468506    +0.49343  +0.49351    0.079132
6.547637    +0.49336  +0.49343    0.079132
6.626769    +0.49328  +0.49336    0.079132
6.705901    +0.49320  +0.49328    0.079132
6.785032    +0.49312  +0.49320    0.079132
6.864164    +0.49303  +0.49312    0.079132
6.943295    +0.49294  +0.49303    0.079132
7.022427    +0.49285  +0.49294    0.079132
7.101558    +0.49276  +0.49285    0.079132
7.180690    +0.49266  +0.49276    0.079132
7.259821    +0.49256  +0.49266    0.079132
7.338953    +0.49258  +0.49256    0.079132
7.418084    +0.49261  +0.49258    0.079132
7.497216    +0.49254  +0.49261    0.079132
7.576347    +0.49247  +0.49254    0.079132
7.655479    +0.49240  +0.49247    0.079132
7.734611    +0.49232  +0.49240    0.079132
7.813742    +0.49224  +0.49232    0.079132
7.892874    +0.49216  +0.49224    0.079132
7.972005    +0.49207  +0.49216    0.079132
8.051137    +0.49198  +0.49207    0.079132
8.130268    +0.49189  +0.49198    0.079132
8.209400    +0.49180  +0.49189    0.079132
8.288531    +0.49170  +0.49180    0.079132
8.367663    +0.49160  +0.49170    0.079132
8.446794    +0.49150  +0.49160    0.079132
8.525926    +0.49140  +0.49150    0.079132
8.605058    +0.49129  +0.49140    0.079132
8.684189    +0.49118  +0.49129    0.079132
8.763321    +0.49107  +0.49118    0.079132
8.842452    +0.49096  +0.49107    0.079132
8.921584    +0.49084  +0.49096    0.079132
9.000715    +0.49072  +0.49084    0.079132
9.079847    +0.49060  +0.49072    0.079132
9.158978    +0.49047  +0.49060    0.079132
9.238110    +0.49034  +0.49047    0.079132
9.317241    +0.49021  +0.49034    0.079132
9.396373    +0.49008  +0.49021    0.079132
9.475505    +0.48995  +0.49008    0.079132
9.554636    +0.48981  +0.48995    0.079132
9.633768    +0.48967  +0.48981    0.079132
9.712899    +0.48952  +0.48967    0.079132
9.792031    +0.48938  +0.48952    0.079132
9.871162    +0.48923  +0.48938    0.079132
9.950294    +0.48908  +0.48923    0.079132
10.029425    +0.48892  +0.48908    0.079132
10.108557    +0.48877  +0.48892    0.079132
10.187688    +0.48861  +0.48877    0.079132
10.266820    +0.48845  +0.48861    0.079132
10.345951    +0.48828  +0.48845    0.079132
10.425083    +0.48811  +0.48828    0.079132
10.504215    +0.48794  +0.48811    0.079132
10.583346    +0.48777  +0.48794    0.079132
10.662478    +0.48760  +0.48777    0.079132
10.741609    +0.48742  +0.48760    0.079132
10.820741    +0.48724  +0.48742    0.079132
10.899872    +0.48706  +0.48724    0.079132
10.979004    +0.48687  +0.48706    0.079132
11.058135    +0.48668  +0.48687    0.079132
11.137267    +0.48649  +0.48668    0.079132
11.216398    +0.48630  +0.48649    0.079132
11.295530    +0.48610  +0.48630    0.079132
11.374662    +0.48591  +0.48610    0.079132
11.453793    +0.48571  +0.48591    0.079132
11.532925    +0.48550  +0.48571    0.079132
11.612056    +0.48530  +0.48550    0.079132
11.691188    +0.48509  +0.48530    0.079132
11.770319    +0.48488  +0.48509    0.079132
11.849451    +0.48466  +0.48488    0.079132
11.928582    +0.48444  +0.48466    0.079132
12.007714    +0.48423  +0.48444    0.079132
12.086845    +0.48400  +0.48423    0.079132
12.165977    +0.48378  +0.48400    0.079132
12.245108    +0.48355  +0.48378    0.079132
12.324240    +0.48332  +0.48355    0.079132
12.403372    +0.48315  +0.48332    0.079132
12.482503    +0.48297  +0.48315    0.079132
12.561635    +0.48279  +0.48297    0.079132
12.640766    +0.48261  +0.48279    0.079132
12.719898    +0.48243  +0.48261    0.079132
12.799029    +0.48224  +0.48243    0.079132
12.878161    +0.48206  +0.48224    0.079132
12.957292    +0.48186  +0.48206    0.079132
13.036424    +0.48167  +0.48186    0.079132
13.115555    +0.48147  +0.48167    0.079132
13.194687    +0.48128  +0.48147    0.079132
13.273819    +0.48107  +0.48128    0.079132
13.352950    +0.48087  +0.48107    0.079132
13.432082    +0.48066  +0.48087    0.079132
13.511213    +0.48045  +0.48066    0.079132
13.590345    +0.48024  +0.48045    0.079132
13.669476    +0.48003  +0.48024    0.079132
13.748608    +0.47981  +0.48003    0.079132
13.827739    +0.47959  +0.47981    0.079132
13.906871    +0.47937  +0.47959    0.079132
13.986002    +0.47914  +0.47937    0.079132
14.065134    +0.47892  +0.47914    0.079132
14.144266    +0.47869  +0.47892    0.079132
14.223397    +0.47845  +0.47869    0.079132
14.302529    +0.47822  +0.47845    0.079132
14.381660    +0.47798  +0.47822    0.079132
14.460792    +0.47774  +0.47798    0.079132
14.539923    +0.47750  +0.47774    0.079132
14.619055    +0.47725  +0.47750    0.079132
14.698186    +0.47700  +0.47725    0.079132
14.777318    +0.47675  +0.47700    0.079132
14.856449    +0.47650  +0.47675    0.079132
14.935581    +0.47624  +0.47650    0.079132
15.014712    +0.47598  +0.47624    0.079132
15.093844    +0.47572  +0.47598    0.079132
15.172976    +0.47546  +0.47572    0.079132
15.252107    +0.47519  +0.47546    0.079132
15.331239    +0.47492  +0.47519    0.079132
15.410370    +0.47465  +0.47492    0.079132
15.489502    +0.47438  +0.47465    0.079132
15.568633    +0.47410  +0.47438    0.079132
15.647765    +0.47382  +0.47410    0.079132
15.726896    +0.47354  +0.47382    0.079132
15.806028    +0.47326  +0.47354    0.079132
15.885159    +0.47297  +0.47326    0.079132
15.964291    +0.47268  +0.47297    0.079132
16.043423    +0.47239  +0.47268    0.079132
16.122554    +0.47209  +0.47239    0.079132
16.201686    +0.47180  +0.47209    0.079132
16.280817    +0.47150  +0.47180    0.079132
16.359949    +0.47119  +0.47150    0.079132
16.439080    +0.47089  +0.47119    0.079132
16.518212    +0.47058  +0.47089    0.079132
16.597343    +0.47027  +0.47058    0.079132
16.676475    +0.46996  +0.47027    0.079132
16.755606    +0.46964  +0.46996    0.079132
16.834738    +0.46932  +0.46964    0.079132
16.913869    +0.46900  +0.46932    0.079132
16.993001    +0.46868  +0.46900    0.079132
17.072133    +0.46836  +0.46868    0.079132
17.151264    +0.46803  +0.46836    0.079132
17.230396    +0.46770  +0.46803    0.079132
17.309527    +0.46773  +0.46770    0.079132
17.388659    +0.46748  +0.46773    0.079132
17.467790    +0.46722  +0.46748    0.079132
17.546922    +0.46696  +0.46722    0.079132
17.626053    +0.46670  +0.46696    0.079132
17.705185    +0.46644  +0.46670    0.079132
17.784316    +0.46617  +0.46644    0.079132
17.863448    +0.46590  +0.46617    0.079132
17.942580    +0.46563  +0.46590    0.079132
18.021711    +0.46535  +0.46563    0.079132
18.100843    +0.46507  +0.46535    0.079132
18.179974    +0.46479  +0.46507    0.079132
18.259106    +0.46451  +0.46479    0.079132
18.338237    +0.46423  +0.46451    0.079132
18.417369    +0.46394  +0.46423    0.079132
18.496500    +0.46365  +0.46394    0.079132
18.575632    +0.46336  +0.46365    0.079132
18.654763    +0.46306  +0.46336    0.079132
18.733895    +0.46276  +0.46306    0.079132
18.813027    +0.46246  +0.46276    0.079132
18.892158    +0.46216  +0.46246    0.079132
18.971290    +0.46185  +0.46216    0.079132
19.050421    +0.46155  +0.46185    0.079132
19.129553    +0.46124  +0.46155    0.079132
19.208684    +0.46092  +0.46124    0.079132
19.287816    +0.46061  +0.46092    0.079132
19.366947    +0.46029  +0.46061    0.079132
19.446079    +0.45997  +0.46029    0.079132
19.525210    +0.45964  +0.45997    0.079132
19.604342    +0.45932  +0.45964    0.079132
19.683473    +0.45899  +0.45932    0.079132
19.762605    +0.45866  +0.45899    0.079132
