# Bin data format: xmin, xmax, y, yerr 
-1.000000000e+00	-8.888888889e-01	0.000000000e+00	0.000000000e+00
-8.888888889e-01	-7.777777778e-01	0.000000000e+00	0.000000000e+00
-7.777777778e-01	-6.666666667e-01	1.238510013e-01	2.925634064e-02
-6.666666667e-01	-5.555555556e-01	2.943786621e+01	5.125686820e-01
-5.555555556e-01	-4.444444444e-01	3.992008667e+02	2.146481645e+00
-4.444444444e-01	-3.333333333e-01	9.394511108e+02	6.198708629e+00
-3.333333333e-01	-2.222222222e-01	1.137651855e+03	9.456544548e+00
-2.222222222e-01	-1.111111111e-01	9.740315552e+02	5.294570313e+00
-1.111111111e-01	0.000000000e+00	6.739704590e+02	5.668000452e+00
0.000000000e+00	1.111111111e-01	3.800148926e+02	4.323816709e+00
1.111111111e-01	2.222222222e-01	1.894189301e+02	6.976372306e+00
2.222222222e-01	3.333333333e-01	6.232396317e+01	3.791775377e+00
3.333333333e-01	4.444444444e-01	1.071808052e+01	3.342550328e-01
4.444444444e-01	5.555555556e-01	6.731756926e-01	6.119592659e-02
5.555555556e-01	6.666666667e-01	3.370996565e-02	2.121212708e-02
6.666666667e-01	7.777777778e-01	0.000000000e+00	0.000000000e+00
7.777777778e-01	8.888888889e-01	0.000000000e+00	0.000000000e+00
8.888888889e-01	1.000000000e+00	0.000000000e+00	0.000000000e+00
