# Bin data format: xmin, xmax, y, yerr 
0.000000000e+00	1.750000000e-02	6.837401390e-01	1.195633713e-02
1.750000000e-02	3.500000000e-02	6.449361444e-01	1.232598214e-02
3.500000000e-02	5.250000000e-02	4.643285871e-01	1.069829789e-02
5.250000000e-02	7.000000000e-02	3.320382237e-01	8.767088378e-03
7.000000000e-02	8.750000000e-02	2.470708787e-01	7.919854729e-03
8.750000000e-02	1.050000000e-01	1.832802743e-01	6.887295964e-03
1.050000000e-01	1.225000000e-01	1.369188577e-01	6.227637181e-03
1.225000000e-01	1.400000000e-01	1.047304198e-01	5.026753334e-03
1.400000000e-01	1.575000000e-01	7.669812441e-02	4.158882547e-03
1.575000000e-01	1.750000000e-01	5.235802010e-02	3.496291543e-03
1.750000000e-01	1.925000000e-01	4.380250350e-02	3.284432722e-03
1.925000000e-01	2.100000000e-01	3.710568696e-02	3.111095790e-03
2.100000000e-01	2.275000000e-01	2.473304048e-02	2.449625961e-03
2.275000000e-01	2.450000000e-01	1.448318455e-02	1.920817469e-03
2.450000000e-01	2.625000000e-01	1.510222536e-02	1.945799283e-03
2.625000000e-01	2.800000000e-01	8.743094280e-03	1.469652313e-03
2.800000000e-01	2.975000000e-01	8.435522206e-03	1.389956995e-03
2.975000000e-01	3.150000000e-01	3.937015310e-03	9.244758625e-04
3.150000000e-01	3.325000000e-01	1.716304920e-03	5.591449919e-04
3.325000000e-01	3.500000000e-01	3.713572631e-03	8.919605080e-04
