# Bin data format: xmin, xmax, y, yerr 
0.000000000e+00 1.750000000e-02 5.493645191e+00 4.628002783e-02
1.750000000e-02 3.500000000e-02 4.372215748e+00 4.038418298e-02
3.500000000e-02 5.250000000e-02 2.924122334e+00 3.370132272e-02
5.250000000e-02 7.000000000e-02 2.054841757e+00 2.769043729e-02
7.000000000e-02 8.750000000e-02 1.473064899e+00 2.324501723e-02
8.750000000e-02 1.050000000e-01 1.132543206e+00 2.095814619e-02
1.050000000e-01 1.225000000e-01 8.372198343e-01 1.732187967e-02
1.225000000e-01 1.400000000e-01 6.301531792e-01 1.517617692e-02
1.400000000e-01 1.575000000e-01 4.838564992e-01 1.314377150e-02
1.575000000e-01 1.750000000e-01 3.416884840e-01 1.143017228e-02
1.750000000e-01 1.925000000e-01 2.694381773e-01 9.811642763e-03
1.925000000e-01 2.100000000e-01 2.021576762e-01 8.374800688e-03
2.100000000e-01 2.275000000e-01 1.341369748e-01 6.897982261e-03
2.275000000e-01 2.450000000e-01 1.170656085e-01 6.695340200e-03
2.450000000e-01 2.625000000e-01 8.862979710e-02 6.316521331e-03
2.625000000e-01 2.800000000e-01 6.012862921e-02 7.157293189e-03
2.800000000e-01 2.975000000e-01 4.078490660e-02 3.762583194e-03
2.975000000e-01 3.150000000e-01 2.915273234e-02 3.212157802e-03
3.150000000e-01 3.325000000e-01 2.080230229e-02 2.929882278e-03
3.325000000e-01 3.500000000e-01 2.467546426e-02 2.840865254e-03
