-3.0 1.1222 1.5915 2.4141 3.8574 6.0073
-2.0 2.2505 3.1415 4.7031 7.5152 11.7036
-1.5 2.9541 4.1514 6.2500 9.8125 15.1989
-1.25 3.7833 5.2811 7.9062 12.2238 18.5944
-1.0 4.2805 6.0290 9.0938 14.2772 21.9055
-0.75 5.7571 8.0364 12.0312 18.6973 28.3400
-0.5 7.2675 10.1901 15.3125 23.9186 36.4792
-0.25 11.2372 15.4399 22.5625 34.3440 51.3428
0.0 16.1096 22.4239 33.1250 50.9501 77.2003
0.25 29.0039 39.1148 56.2500 84.7253 125.5263
0.5 49.0446 67.0103 96.9531 145.2605 215.9509
0.75 81.4097 114.9411 164.7500 244.2108 357.5506
1.0 78.4317 109.4830 163.9062 253.4135 385.4846
1.25 55.6274 77.6505 116.2500 180.6595 273.8309
1.5 36.5449 50.2425 74.2500 114.2051 173.0452
2.0 15.3723 21.4583 32.1250 49.6681 75.5535
3.0 4.5076 6.2645 9.3438 14.3718 21.7763
-3.0 1.2299 1.7169 2.5703 3.9944 6.2933
-2.0 1.9652 2.7555 4.1406 6.6824 10.2368
-1.5 2.6156 3.8214 5.4219 8.6636 13.1866
-1.25 3.5980 4.8785 7.2812 10.9672 16.5106
-1.0 3.1159 4.4781 6.9062 10.8979 16.8176
-0.75 3.6134 5.1729 7.9062 12.4759 19.2528
-0.5 5.3820 7.4797 11.1562 17.2485 26.2379
-0.25 6.8522 9.6078 14.4375 22.4367 34.3434
0.0 9.1123 12.6362 18.8125 28.9358 43.8439
0.25 9.8695 14.1628 21.6875 34.3953 52.3905
0.5 16.5498 22.7529 33.6250 52.7914 81.7703
0.75 25.1250 34.3506 50.2500 76.2888 114.8447
1.0 35.9404 49.9484 74.5000 115.1835 175.2136
1.25 42.9767 59.9913 89.8125 139.5740 211.5565
1.5 48.6945 68.0815 100.9375 164.5074 245.7363
2.0 25.1487 35.5844 53.8750 84.5840 129.7767
3.0 8.3077 11.4638 16.8125 25.7255 39.1194
-3.0 1.3530 1.9023 2.8984 4.5968 7.1994
-2.0 2.8610 4.0297 6.0781 9.5911 14.9400
-1.5 3.5447 4.9703 7.4688 11.6664 17.6203
-1.25 3.7766 5.5265 8.5938 13.7320 21.1916
-1.0 7.5077 10.3884 15.4375 23.8677 36.0364
-0.75 9.6786 13.4509 20.0625 32.6978 48.8429
-0.5 15.0134 20.9573 31.3750 48.5085 73.7896
-0.25 30.3948 41.2419 59.6250 91.7102 136.1605
0.0 57.2142 86.3041 126.8125 187.9756 275.2163
0.25 150.8696 210.9254 307.7500 463.5415 686.7682
0.5 293.7882 399.1807 571.9375 847.7894 1248.2180
0.75 116.3540 160.9998 239.2500 369.9015 558.4916
1.0 51.7397 75.3750 107.2500 168.3829 252.1869
1.25 24.3146 33.9408 50.8125 78.9657 119.6906
1.5 16.8782 23.3545 33.6250 50.6469 74.2305
2.0 6.9650 9.6796 14.4375 22.3216 33.7021
3.0 2.8106 3.9409 5.9219 9.3446 14.6913
